165,640,40896,25,7068,1.354541,132 ms
166,402,780,26,2600500,1.000006,68 ms
167,396,781,26,2600466,1.000008,63 ms
168,752,1264,26,813,1.008684,110 ms
169,243,497,27,2700482,1.000015,33 ms
170,370,721,27,2700528,1.000009,81 ms
171,243,1215,27,49,1.166666,22 ms
172,243,1215,27,8280,1.134401,55 ms
173,243,1215,27,86,1.211267,22 ms
174,272,545,28,2800516,1.000017,48 ms
175,307,559,28,2800406,1.000009,73 ms
176,3692,6726,28,10967,1.042589,1280 ms
177,245,436,29,2900489,1.000003,52 ms
178,247,505,29,2900548,1.000022,73 ms
179,1724,2975,29,1290,1.036977,338 ms
180,467,896,30,3000583,1.000004,93 ms
181,8013,14749,30,22870,1.051155,5660 ms
182,323,592,31,3100653,1.000005,65 ms
183,1199,2078,31,1104,1.033707,191 ms
184,10553,20066,32,3427,1.008237,6404 ms
185,437,838,33,3300548,1.000010,100 ms
186,840,1484,34,7427,1.039468,278 ms
187,1244,2474,34,3400702,1.000016,494 ms
188,435,818,36,3600618,1.000002,144 ms
189,8017,14753,36,21710,1.049908,7344 ms
190,1011,2010,37,3700503,1.000004,415 ms
191,2132,3702,37,1672,1.051572,685 ms
192,11749,22384,37,4267,1.023998,10935 ms
193,603,1207,38,3800702,1.000012,239 ms
194,703,1616,39,3900476,1.000006,236 ms
195,550,5013,50,58,1.074074,99 ms
196,729,4368,76,115,1.150000,261 ms
197,10393,18043,104,4471,1.041705,29694 ms
198,6466,11046,128,5576,1.046939,31240 ms
199,6163,10490,130,5361,1.051382,42436 ms
200,6836,11715,136,6692,1.046769,52673 ms
